1、四则运算题目1: 76-34+13=
819、四则运算题目819: 60+72=
820、四则运算题目820: 33+11=
821、四则运算题目821: 8-8=
822、四则运算题目822: 82-78+23=
823、四则运算题目823: 45-29=
824、四则运算题目824: 57+99-56=
825、四则运算题目825: 92-46=
826、四则运算题目826: 12-6=
827、四则运算题目827: 18-15+85=
828、四则运算题目828: 43-21=
829、四则运算题目829: 86+19+33=
830、四则运算题目830: 54-52=
831、四则运算题目831: 79+56-78=
832、四则运算题目832: 53+46=
833、四则运算题目833: 94+5-87=
834、四则运算题目834: 45-38=
835、四则运算题目835: 12+61+23=
836、四则运算题目836: 44+69+73=
837、四则运算题目837: 34+90+85=
838、四则运算题目838: 16+23=
839、四则运算题目839: 23+28=
840、四则运算题目840: 29+14-21=
841、四则运算题目841: 38+16+1=
842、四则运算题目842: 9+33+58=
843、四则运算题目843: 67-62=
844、四则运算题目844: 2-2-0=
845、四则运算题目845: 48-20+51=
846、四则运算题目846: 6+29=
847、四则运算题目847: 11+39-37=
848、四则运算题目848: 1+59-7=
849、四则运算题目849: 52-34=
850、四则运算题目850: 77-21+87=
851、四则运算题目851: 11+46=
852、四则运算题目852: 89-80-8=
853、四则运算题目853: 66-17+24=
854、四则运算题目854: 62+31-25=
855、四则运算题目855: 16-6=
856、四则运算题目856: 85+1-46=
857、四则运算题目857: 26-24-1=
858、四则运算题目858: 20-15-4=
859、四则运算题目859: 75+71=
860、四则运算题目860: 64+66-13=
861、四则运算题目861: 35-12+69=
862、四则运算题目862: 64-14+11=
863、四则运算题目863: 78-22=
864、四则运算题目864: 64+30=
865、四则运算题目865: 79+6=
866、四则运算题目866: 49-31+42=
867、四则运算题目867: 15+57+83=
868、四则运算题目868: 22-9=
869、四则运算题目869: 13-12-1=
870、四则运算题目870: 11+77=
871、四则运算题目871: 93-87+90=
872、四则运算题目872: 26-23=
873、四则运算题目873: 19+94=
874、四则运算题目874: 50-42=
875、四则运算题目875: 62-3+58=
876、四则运算题目876: 6-0=
877、四则运算题目877: 11+44-51=
878、四则运算题目878: 89-75=
879、四则运算题目879: 43-26=
880、四则运算题目880: 18-7-8=
881、四则运算题目881: 1+96=
882、四则运算题目882: 1-0=
883、四则运算题目883: 33-13=
884、四则运算题目884: 96-75+68=
885、四则运算题目885: 80+32=
886、四则运算题目886: 26+70+29=
887、四则运算题目887: 62-44=
888、四则运算题目888: 82+60=
889、四则运算题目889: 66+79+39=
890、四则运算题目890: 36+75+74=
891、四则运算题目891: 40+36-64=
892、四则运算题目892: 86-27-43=
893、四则运算题目893: 84-24+20=
894、四则运算题目894: 50+9=
895、四则运算题目895: 7-5-0=
896、四则运算题目896: 13+15+18=
897、四则运算题目897: 35+85=
898、四则运算题目898: 16+65+82=
899、四则运算题目899: 65-14-14=
900、四则运算题目900: 86+13=
901、四则运算题目901: 17-14=
902、四则运算题目902: 27+7+44=
903、四则运算题目903: 65+64-81=
904、四则运算题目904: 4+90=
905、四则运算题目905: 69-23-4=
906、四则运算题目906: 8-5=
907、四则运算题目907: 47-15=
908、四则运算题目908: 39-3-9=
909、四则运算题目909: 2-1=
910、四则运算题目910: 77+33-89=
911、四则运算题目911: 48-5-22=
912、四则运算题目912: 88+73-42=
913、四则运算题目913: 4-1+80=
914、四则运算题目914: 87-3=
915、四则运算题目915: 88-41-17=
916、四则运算题目916: 22-10=
917、四则运算题目917: 62-9=
918、四则运算题目918: 74-72=
919、四则运算题目919: 56+7+96=
920、四则运算题目920: 38-8-15=
921、四则运算题目921: 24-16=
922、四则运算题目922: 3+20=
923、四则运算题目923: 52+98=
924、四则运算题目924: 61-18+59=
925、四则运算题目925: 1+53=
926、四则运算题目926: 19+30+7=
927、四则运算题目927: 41+14-3=
928、四则运算题目928: 96-68-9=
929、四则运算题目929: 23-2-0=
930、四则运算题目930: 81-2=
931、四则运算题目931: 43+37=
932、四则运算题目932: 40-18-17=
933、四则运算题目933: 31+47-0=
934、四则运算题目934: 69+10=
935、四则运算题目935: 65-9=
936、四则运算题目936: 20-3-8=
937、四则运算题目937: 89+98-46=
938、四则运算题目938: 35-11=
939、四则运算题目939: 76-73=
940、四则运算题目940: 61-42=
941、四则运算题目941: 91+75=
942、四则运算题目942: 22-13-6=
943、四则运算题目943: 48+91=
944、四则运算题目944: 87-24-25=
945、四则运算题目945: 87+59-69=
946、四则运算题目946: 3+27=
947、四则运算题目947: 39-3-4=
948、四则运算题目948: 87-52=
949、四则运算题目949: 3-3=
950、四则运算题目950: 95+38+17=
951、四则运算题目951: 52-4+39=
952、四则运算题目952: 93-33=
953、四则运算题目953: 41+93-30=
954、四则运算题目954: 2-0=
955、四则运算题目955: 94+14=
956、四则运算题目956: 68+67-24=
957、四则运算题目957: 91+43+84=
958、四则运算题目958: 28+68=
959、四则运算题目959: 89-70=
960、四则运算题目960: 14-3=
961、四则运算题目961: 85+25=
962、四则运算题目962: 50-22=
963、四则运算题目963: 94-12=
964、四则运算题目964: 70+79=
965、四则运算题目965: 50+22=
966、四则运算题目966: 33+35=
967、四则运算题目967: 36-17+66=
968、四则运算题目968: 31-4+3=
969、四则运算题目969: 97+63+69=
970、四则运算题目970: 94-80-10=
971、四则运算题目971: 5-0=
972、四则运算题目972: 4-0-3=
973、四则运算题目973: 28-14+34=
974、四则运算题目974: 7-0=
975、四则运算题目975: 64-57-3=
976、四则运算题目976: 37+27-55=
977、四则运算题目977: 15-10-2=
978、四则运算题目978: 6+8=
979、四则运算题目979: 40-1+43=
980、四则运算题目980: 37+93+12=
981、四则运算题目981: 43-5+85=
982、四则运算题目982: 66-56+49=
983、四则运算题目983: 33-2=
984、四则运算题目984: 61-29=
985、四则运算题目985: 51+25-40=
986、四则运算题目986: 71-12-36=
987、四则运算题目987: 86-0=
988、四则运算题目988: 24-4-13=
989、四则运算题目989: 56+49-48=
990、四则运算题目990: 27-17=
991、四则运算题目991: 57-34-4=
992、四则运算题目992: 46-43-0=
993、四则运算题目993: 7-3-4=
994、四则运算题目994: 24-21-2=
995、四则运算题目995: 12+54-23=
996、四则运算题目996: 41-41=
997、四则运算题目997: 8+89=
998、四则运算题目998: 98+59-64=
999、四则运算题目999: 66-23=
1000、四则运算题目1000: 25+67-64=
1001、四则运算题目1001: 89-74-12=
1002、四则运算题目1002: 80+67=
1003、四则运算题目1003: 10-7=
1004、四则运算题目1004: 14+78+82=
1005、四则运算题目1005: 98-82=
1006、四则运算题目1006: 22-9=
1007、四则运算题目1007: 6-0=
1008、四则运算题目1008: 5+39-25=
1009、四则运算题目1009: 77+72=
1010、四则运算题目1010: 88-35=
1011、四则运算题目1011: 94+77-13=
1012、四则运算题目1012: 93-42=
1013、四则运算题目1013: 43+14=
1014、四则运算题目1014: 22+9=
1015、四则运算题目1015: 69+27-30=
1016、四则运算题目1016: 15+16=
1017、四则运算题目1017: 25-18=
1018、四则运算题目1018: 50+10+65=
1019、四则运算题目1019: 45+14=
1020、四则运算题目1020: 61+10-48=
1021、四则运算题目1021: 56-33+71=
1022、四则运算题目1022: 84-15+43=
1023、四则运算题目1023: 77+91+22=
1024、四则运算题目1024: 45+37-19=
1025、四则运算题目1025: 0+10-5=
1026、四则运算题目1026: 40+98-57=
1027、四则运算题目1027: 25+83+5=
1028、四则运算题目1028: 30+33=
1029、四则运算题目1029: 51+91-36=
1030、四则运算题目1030: 21-21=
1031、四则运算题目1031: 27+57=
1032、四则运算题目1032: 20+76-45=
1033、四则运算题目1033: 67+39=
1034、四则运算题目1034: 39-23+2=
1035、四则运算题目1035: 41-28+60=
1036、四则运算题目1036: 89+43-12=
1037、四则运算题目1037: 55-52=
1038、四则运算题目1038: 86-55=
1039、四则运算题目1039: 6-3=
1040、四则运算题目1040: 25+8-20=
1041、四则运算题目1041: 78+15-89=
1042、四则运算题目1042: 36-29=
1043、四则运算题目1043: 89+48-96=
1044、四则运算题目1044: 18+91=
1045、四则运算题目1045: 71-18=
1046、四则运算题目1046: 12-0=
1047、四则运算题目1047: 36+14-10=
1048、四则运算题目1048: 38-21+74=
1049、四则运算题目1049: 77-69=
1050、四则运算题目1050: 83-24=
1051、四则运算题目1051: 70+25-6=
1052、四则运算题目1052: 96-56+8=
1053、四则运算题目1053: 25+9=
1054、四则运算题目1054: 12+11=
1055、四则运算题目1055: 46-15=
1056、四则运算题目1056: 66+63+30=
1057、四则运算题目1057: 19-15-0=
1058、四则运算题目1058: 76-76=
1059、四则运算题目1059: 91+22=
1060、四则运算题目1060: 72-55=
1061、四则运算题目1061: 4-3=
1062、四则运算题目1062: 63-51=
1063、四则运算题目1063: 60+16-29=
1064、四则运算题目1064: 97-47+65=
1065、四则运算题目1065: 21+30+55=
1066、四则运算题目1066: 33+7=
1067、四则运算题目1067: 17+93=
1068、四则运算题目1068: 65+31=
1069、四则运算题目1069: 77+99-69=
1070、四则运算题目1070: 5+40-20=
1071、四则运算题目1071: 21-14=
1072、四则运算题目1072: 47+23+66=
1073、四则运算题目1073: 38+24=
1074、四则运算题目1074: 40+17+44=
1075、四则运算题目1075: 1-1=
1076、四则运算题目1076: 82-70-11=
1077、四则运算题目1077: 61+89-21=
1078、四则运算题目1078: 41-12=
1079、四则运算题目1079: 72-64-2=
1080、四则运算题目1080: 60-13=
1081、四则运算题目1081: 50+51-24=
1082、四则运算题目1082: 25+16=
1083、四则运算题目1083: 35-35=
1084、四则运算题目1084: 73-73-0=
1085、四则运算题目1085: 23+25=
1086、四则运算题目1086: 4+46=
1087、四则运算题目1087: 9-4+77=
1088、四则运算题目1088: 59+77+14=
1089、四则运算题目1089: 83+9=
1090、四则运算题目1090: 86+96-59=
1091、四则运算题目1091: 0-0+39=
1092、四则运算题目1092: 47-25=
1093、四则运算题目1093: 45-41+14=
1094、四则运算题目1094: 15+75=
1095、四则运算题目1095: 91-91=
1096、四则运算题目1096: 62+76=
1097、四则运算题目1097: 15-1-2=
1098、四则运算题目1098: 13-10=
1099、四则运算题目1099: 37-11-24=
1100、四则运算题目1100: 47+43-47=
1101、四则运算题目1101: 30-24+37=
1102、四则运算题目1102: 17-17=
1103、四则运算题目1103: 88-16=
1104、四则运算题目1104: 93-79=
1105、四则运算题目1105: 91+13=
1106、四则运算题目1106: 5+11-2=
1107、四则运算题目1107: 2+71-38=
1108、四则运算题目1108: 29+67+54=
1109、四则运算题目1109: 62-49=
1110、四则运算题目1110: 59+57=
1111、四则运算题目1111: 32-4=
1112、四则运算题目1112: 59-54=
1113、四则运算题目1113: 62-21=
1114、四则运算题目1114: 31-14=
1115、四则运算题目1115: 85-50=
1116、四则运算题目1116: 32-27=
1117、四则运算题目1117: 5+72=
1118、四则运算题目1118: 17-10-3=
1119、四则运算题目1119: 69+73=
1120、四则运算题目1120: 34-24=
1121、四则运算题目1121: 54+10=
1122、四则运算题目1122: 61+60=
1123、四则运算题目1123: 70+86=
1124、四则运算题目1124: 65-47+25=
1125、四则运算题目1125: 40-25+11=
1126、四则运算题目1126: 56-45-11=
1127、四则运算题目1127: 58-35-10=
1128、四则运算题目1128: 34-23+27=
1129、四则运算题目1129: 41+6=
1130、四则运算题目1130: 25+35=
1131、四则运算题目1131: 19+82+96=
1132、四则运算题目1132: 26+77+82=
1133、四则运算题目1133: 99+64-10=
1134、四则运算题目1134: 79+32-53=
1135、四则运算题目1135: 57+41=
1136、四则运算题目1136: 91-53+60=
1137、四则运算题目1137: 20-19+38=
1138、四则运算题目1138: 14+19-6=
1139、四则运算题目1139: 63+54-42=
1140、四则运算题目1140: 65-6+61=
1141、四则运算题目1141: 33-9=
1142、四则运算题目1142: 23-20=
1143、四则运算题目1143: 21+5-15=
1144、四则运算题目1144: 39-10-27=
1145、四则运算题目1145: 60+92+4=
1146、四则运算题目1146: 94+5-32=
1147、四则运算题目1147: 24-23=
1148、四则运算题目1148: 5+66=
1149、四则运算题目1149: 99-34-35=
1150、四则运算题目1150: 20-9-0=
1151、四则运算题目1151: 60+66-98=
1152、四则运算题目1152: 62-61-0=
1153、四则运算题目1153: 36+78-26=
1154、四则运算题目1154: 17-16=
1155、四则运算题目1155: 81+37-71=
1156、四则运算题目1156: 33-5+5=
1157、四则运算题目1157: 13-5=
1158、四则运算题目1158: 27+73-83=
1159、四则运算题目1159: 0-0+9=
1160、四则运算题目1160: 1-1=
1161、四则运算题目1161: 9+2=
1162、四则运算题目1162: 19+30-25=
1163、四则运算题目1163: 99+69+92=
1164、四则运算题目1164: 63-1-24=
1165、四则运算题目1165: 33-10-5=
1166、四则运算题目1166: 14-3+66=
1167、四则运算题目1167: 16-2=
1168、四则运算题目1168: 68+68=
1169、四则运算题目1169: 30-16-1=
1170、四则运算题目1170: 40-7-6=
1171、四则运算题目1171: 21-16=
1172、四则运算题目1172: 47+56=
1173、四则运算题目1173: 86+99=
1174、四则运算题目1174: 19+16=
1175、四则运算题目1175: 51+44=
1176、四则运算题目1176: 69-49=
1177、四则运算题目1177: 21+31=
1178、四则运算题目1178: 96-1=
1179、四则运算题目1179: 20-12-0=
1180、四则运算题目1180: 98+11=
1181、四则运算题目1181: 8-2+74=
1182、四则运算题目1182: 32-0+61=
1183、四则运算题目1183: 17+48=
1184、四则运算题目1184: 10-1-4=
1185、四则运算题目1185: 33+55=
1186、四则运算题目1186: 27-6=
1187、四则运算题目1187: 47-38-8=
1188、四则运算题目1188: 43-17+89=
1189、四则运算题目1189: 0+0=
1190、四则运算题目1190: 1-0=
1191、四则运算题目1191: 82-74=
1192、四则运算题目1192: 1+87+47=
1193、四则运算题目1193: 73-26=
1194、四则运算题目1194: 25-17-2=
1195、四则运算题目1195: 6-3-0=
1196、四则运算题目1196: 50-12-17=
1197、四则运算题目1197: 36+91=
1198、四则运算题目1198: 2+94=
1199、四则运算题目1199: 99+50=
1200、四则运算题目1200: 25-6=
1201、四则运算题目1201: 43+8=
1202、四则运算题目1202: 80-30+34=
1203、四则运算题目1203: 67+61=
1204、四则运算题目1204: 87-54=
1205、四则运算题目1205: 61+31=
1206、四则运算题目1206: 17+90+60=
1207、四则运算题目1207: 86-56-21=
